w1,w2,w3,s1,s2,eq_check
6,6,7,signed,signed,False
6,6,7,unsigned,signed,False
6,6,7,signed,unsigned,True
6,6,7,unsigned,unsigned,True
7,6,7,signed,signed,False
7,6,7,unsigned,signed,False
7,6,7,signed,unsigned,True
7,6,7,unsigned,unsigned,True
8,6,7,signed,signed,False
8,6,7,unsigned,signed,False
8,6,7,signed,unsigned,True
8,6,7,unsigned,unsigned,True
1,6,8,signed,signed,False
1,6,8,unsigned,signed,False
1,6,8,signed,unsigned,False
1,6,8,unsigned,unsigned,True
2,6,8,signed,signed,False
2,6,8,unsigned,signed,False
2,6,8,signed,unsigned,False
2,6,8,unsigned,unsigned,True
3,6,8,signed,signed,False
3,6,8,unsigned,signed,False
3,6,8,signed,unsigned,False
3,6,8,unsigned,unsigned,True
4,6,8,signed,signed,False
4,6,8,unsigned,signed,False
4,6,8,signed,unsigned,False
4,6,8,unsigned,unsigned,True
5,6,8,signed,signed,False
5,6,8,unsigned,signed,False
5,6,8,signed,unsigned,False
5,6,8,unsigned,unsigned,True
6,6,8,signed,signed,False
6,6,8,unsigned,signed,False
6,6,8,signed,unsigned,False
6,6,8,unsigned,unsigned,True
7,6,8,signed,signed,False
7,6,8,unsigned,signed,False
7,6,8,signed,unsigned,True
7,6,8,unsigned,unsigned,True
8,6,8,signed,signed,False
8,6,8,unsigned,signed,False
8,6,8,signed,unsigned,True
8,6,8,unsigned,unsigned,True
1,7,1,signed,signed,True
1,7,1,unsigned,signed,True
1,7,1,signed,unsigned,True
1,7,1,unsigned,unsigned,True
2,7,1,signed,signed,True
2,7,1,unsigned,signed,True
2,7,1,signed,unsigned,True
2,7,1,unsigned,unsigned,True
3,7,1,signed,signed,True
3,7,1,unsigned,signed,True
3,7,1,signed,unsigned,True
3,7,1,unsigned,unsigned,True
4,7,1,signed,signed,True
4,7,1,unsigned,signed,True
4,7,1,signed,unsigned,True
4,7,1,unsigned,unsigned,True
5,7,1,signed,signed,True
5,7,1,unsigned,signed,True
5,7,1,signed,unsigned,True
5,7,1,unsigned,unsigned,True
6,7,1,signed,signed,True
6,7,1,unsigned,signed,True
6,7,1,signed,unsigned,True
6,7,1,unsigned,unsigned,True
7,7,1,signed,signed,True
7,7,1,unsigned,signed,True
7,7,1,signed,unsigned,True
7,7,1,unsigned,unsigned,True
8,7,1,signed,signed,True
8,7,1,unsigned,signed,True
8,7,1,signed,unsigned,True
8,7,1,unsigned,unsigned,True
1,7,2,signed,signed,True
1,7,2,unsigned,signed,True
1,7,2,signed,unsigned,True
1,7,2,unsigned,unsigned,True
2,7,2,signed,signed,True
2,7,2,unsigned,signed,True
2,7,2,signed,unsigned,True
2,7,2,unsigned,unsigned,True
3,7,2,signed,signed,True
3,7,2,unsigned,signed,True
3,7,2,signed,unsigned,True
3,7,2,unsigned,unsigned,True
4,7,2,signed,signed,True
4,7,2,unsigned,signed,True
4,7,2,signed,unsigned,True
4,7,2,unsigned,unsigned,True
5,7,2,signed,signed,True
5,7,2,unsigned,signed,True
5,7,2,signed,unsigned,True
5,7,2,unsigned,unsigned,True
6,7,2,signed,signed,True
6,7,2,unsigned,signed,True
6,7,2,signed,unsigned,True
6,7,2,unsigned,unsigned,True
7,7,2,signed,signed,True
7,7,2,unsigned,signed,True
7,7,2,signed,unsigned,True
7,7,2,unsigned,unsigned,True
8,7,2,signed,signed,True
8,7,2,unsigned,signed,True
8,7,2,signed,unsigned,True
8,7,2,unsigned,unsigned,True
1,7,3,signed,signed,False
1,7,3,unsigned,signed,False
1,7,3,signed,unsigned,False
1,7,3,unsigned,unsigned,True
2,7,3,signed,signed,False
2,7,3,unsigned,signed,False
2,7,3,signed,unsigned,True
2,7,3,unsigned,unsigned,True
3,7,3,signed,signed,False
3,7,3,unsigned,signed,False
3,7,3,signed,unsigned,True
3,7,3,unsigned,unsigned,True
4,7,3,signed,signed,False
4,7,3,unsigned,signed,False
4,7,3,signed,unsigned,True
4,7,3,unsigned,unsigned,True
5,7,3,signed,signed,False
5,7,3,unsigned,signed,False
5,7,3,signed,unsigned,True
5,7,3,unsigned,unsigned,True
6,7,3,signed,signed,False
6,7,3,unsigned,signed,False
6,7,3,signed,unsigned,True
6,7,3,unsigned,unsigned,True
7,7,3,signed,signed,False
7,7,3,unsigned,signed,False
7,7,3,signed,unsigned,True
7,7,3,unsigned,unsigned,True
8,7,3,signed,signed,False
8,7,3,unsigned,signed,False
8,7,3,signed,unsigned,True
8,7,3,unsigned,unsigned,True
1,7,4,signed,signed,False
1,7,4,unsigned,signed,False
1,7,4,signed,unsigned,False
1,7,4,unsigned,unsigned,True
2,7,4,signed,signed,False
2,7,4,unsigned,signed,False
2,7,4,signed,unsigned,False
2,7,4,unsigned,unsigned,True
3,7,4,signed,signed,False
3,7,4,unsigned,signed,False
3,7,4,signed,unsigned,True
3,7,4,unsigned,unsigned,True
4,7,4,signed,signed,False
4,7,4,unsigned,signed,False
4,7,4,signed,unsigned,True
4,7,4,unsigned,unsigned,True
5,7,4,signed,signed,False
5,7,4,unsigned,signed,False
5,7,4,signed,unsigned,True
5,7,4,unsigned,unsigned,True
6,7,4,signed,signed,False
6,7,4,unsigned,signed,False
6,7,4,signed,unsigned,True
6,7,4,unsigned,unsigned,True
7,7,4,signed,signed,False
7,7,4,unsigned,signed,False
7,7,4,signed,unsigned,True
7,7,4,unsigned,unsigned,True
8,7,4,signed,signed,False
8,7,4,unsigned,signed,False
8,7,4,signed,unsigned,True
8,7,4,unsigned,unsigned,True
1,7,5,signed,signed,False
1,7,5,unsigned,signed,False
1,7,5,signed,unsigned,False
1,7,5,unsigned,unsigned,True
2,7,5,signed,signed,False
2,7,5,unsigned,signed,False
2,7,5,signed,unsigned,False
2,7,5,unsigned,unsigned,True
3,7,5,signed,signed,False
3,7,5,unsigned,signed,False
3,7,5,signed,unsigned,False
3,7,5,unsigned,unsigned,True
4,7,5,signed,signed,False
4,7,5,unsigned,signed,False
4,7,5,signed,unsigned,True
4,7,5,unsigned,unsigned,True
5,7,5,signed,signed,False
5,7,5,unsigned,signed,False
5,7,5,signed,unsigned,True
5,7,5,unsigned,unsigned,True
6,7,5,signed,signed,False
6,7,5,unsigned,signed,False
6,7,5,signed,unsigned,True
6,7,5,unsigned,unsigned,True
7,7,5,signed,signed,False
7,7,5,unsigned,signed,False
7,7,5,signed,unsigned,True
7,7,5,unsigned,unsigned,True
8,7,5,signed,signed,False
8,7,5,unsigned,signed,False
8,7,5,signed,unsigned,True
8,7,5,unsigned,unsigned,True
1,7,6,signed,signed,False
1,7,6,unsigned,signed,False
1,7,6,signed,unsigned,False
1,7,6,unsigned,unsigned,True
2,7,6,signed,signed,False
2,7,6,unsigned,signed,False
2,7,6,signed,unsigned,False
2,7,6,unsigned,unsigned,True
3,7,6,signed,signed,False
3,7,6,unsigned,signed,False
3,7,6,signed,unsigned,False
3,7,6,unsigned,unsigned,True
4,7,6,signed,signed,False
4,7,6,unsigned,signed,False
4,7,6,signed,unsigned,False
4,7,6,unsigned,unsigned,True
5,7,6,signed,signed,False
5,7,6,unsigned,signed,False
5,7,6,signed,unsigned,True
5,7,6,unsigned,unsigned,True
6,7,6,signed,signed,False
6,7,6,unsigned,signed,False
6,7,6,signed,unsigned,True
6,7,6,unsigned,unsigned,True
7,7,6,signed,signed,False
7,7,6,unsigned,signed,False
7,7,6,signed,unsigned,True
7,7,6,unsigned,unsigned,True
8,7,6,signed,signed,False
8,7,6,unsigned,signed,False
8,7,6,signed,unsigned,True
8,7,6,unsigned,unsigned,True
1,7,7,signed,signed,False
1,7,7,unsigned,signed,False
1,7,7,signed,unsigned,False
1,7,7,unsigned,unsigned,True
2,7,7,signed,signed,False
2,7,7,unsigned,signed,False
2,7,7,signed,unsigned,False
2,7,7,unsigned,unsigned,True
3,7,7,signed,signed,False
3,7,7,unsigned,signed,False
3,7,7,signed,unsigned,False
3,7,7,unsigned,unsigned,True
4,7,7,signed,signed,False
4,7,7,unsigned,signed,False
4,7,7,signed,unsigned,False
4,7,7,unsigned,unsigned,True
5,7,7,signed,signed,False
5,7,7,unsigned,signed,False
5,7,7,signed,unsigned,False
5,7,7,unsigned,unsigned,True
6,7,7,signed,signed,False
6,7,7,unsigned,signed,False
6,7,7,signed,unsigned,True
6,7,7,unsigned,unsigned,True
7,7,7,signed,signed,False
7,7,7,unsigned,signed,False
7,7,7,signed,unsigned,True
7,7,7,unsigned,unsigned,True
8,7,7,signed,signed,False
8,7,7,unsigned,signed,False
8,7,7,signed,unsigned,True
8,7,7,unsigned,unsigned,True
1,7,8,signed,signed,False
1,7,8,unsigned,signed,False
1,7,8,signed,unsigned,False
1,7,8,unsigned,unsigned,True
2,7,8,signed,signed,False
2,7,8,unsigned,signed,False
2,7,8,signed,unsigned,False
2,7,8,unsigned,unsigned,True
3,7,8,signed,signed,False
3,7,8,unsigned,signed,False
3,7,8,signed,unsigned,False
3,7,8,unsigned,unsigned,True
4,7,8,signed,signed,False
4,7,8,unsigned,signed,False
4,7,8,signed,unsigned,False
4,7,8,unsigned,unsigned,True
5,7,8,signed,signed,False
5,7,8,unsigned,signed,False
5,7,8,signed,unsigned,False
5,7,8,unsigned,unsigned,True
6,7,8,signed,signed,False
6,7,8,unsigned,signed,False
6,7,8,signed,unsigned,False
6,7,8,unsigned,unsigned,True
7,7,8,signed,signed,False
7,7,8,unsigned,signed,False
7,7,8,signed,unsigned,True
7,7,8,unsigned,unsigned,True
8,7,8,signed,signed,False
8,7,8,unsigned,signed,False
8,7,8,signed,unsigned,True
8,7,8,unsigned,unsigned,True
1,8,1,signed,signed,True
1,8,1,unsigned,signed,True
1,8,1,signed,unsigned,True
1,8,1,unsigned,unsigned,True
2,8,1,signed,signed,True
2,8,1,unsigned,signed,True
2,8,1,signed,unsigned,True
2,8,1,unsigned,unsigned,True
3,8,1,signed,signed,True
3,8,1,unsigned,signed,True
3,8,1,signed,unsigned,True
3,8,1,unsigned,unsigned,True
4,8,1,signed,signed,True
4,8,1,unsigned,signed,True
4,8,1,signed,unsigned,True
4,8,1,unsigned,unsigned,True
5,8,1,signed,signed,True
5,8,1,unsigned,signed,True
5,8,1,signed,unsigned,True
5,8,1,unsigned,unsigned,True
6,8,1,signed,signed,True
6,8,1,unsigned,signed,True
6,8,1,signed,unsigned,True
6,8,1,unsigned,unsigned,True
7,8,1,signed,signed,True
7,8,1,unsigned,signed,True
7,8,1,signed,unsigned,True
7,8,1,unsigned,unsigned,True
8,8,1,signed,signed,True
8,8,1,unsigned,signed,True
8,8,1,signed,unsigned,True
8,8,1,unsigned,unsigned,True
1,8,2,signed,signed,True
1,8,2,unsigned,signed,True
1,8,2,signed,unsigned,True
1,8,2,unsigned,unsigned,True
2,8,2,signed,signed,True
2,8,2,unsigned,signed,True
2,8,2,signed,unsigned,True
2,8,2,unsigned,unsigned,True
3,8,2,signed,signed,True
3,8,2,unsigned,signed,True
3,8,2,signed,unsigned,True
3,8,2,unsigned,unsigned,True
4,8,2,signed,signed,True
4,8,2,unsigned,signed,True
4,8,2,signed,unsigned,True
4,8,2,unsigned,unsigned,True
5,8,2,signed,signed,True
5,8,2,unsigned,signed,True
5,8,2,signed,unsigned,True
5,8,2,unsigned,unsigned,True
6,8,2,signed,signed,True
6,8,2,unsigned,signed,True
6,8,2,signed,unsigned,True
6,8,2,unsigned,unsigned,True
7,8,2,signed,signed,True
7,8,2,unsigned,signed,True
7,8,2,signed,unsigned,True
7,8,2,unsigned,unsigned,True
8,8,2,signed,signed,True
8,8,2,unsigned,signed,True
8,8,2,signed,unsigned,True
8,8,2,unsigned,unsigned,True
1,8,3,signed,signed,False
1,8,3,unsigned,signed,False
1,8,3,signed,unsigned,False
1,8,3,unsigned,unsigned,True
2,8,3,signed,signed,False
2,8,3,unsigned,signed,False
2,8,3,signed,unsigned,True
2,8,3,unsigned,unsigned,True
3,8,3,signed,signed,False
3,8,3,unsigned,signed,False
3,8,3,signed,unsigned,True
3,8,3,unsigned,unsigned,True
4,8,3,signed,signed,False
4,8,3,unsigned,signed,False
4,8,3,signed,unsigned,True
4,8,3,unsigned,unsigned,True
5,8,3,signed,signed,False
5,8,3,unsigned,signed,False
5,8,3,signed,unsigned,True
5,8,3,unsigned,unsigned,True
6,8,3,signed,signed,False
6,8,3,unsigned,signed,False
6,8,3,signed,unsigned,True
6,8,3,unsigned,unsigned,True
7,8,3,signed,signed,False
7,8,3,unsigned,signed,False
7,8,3,signed,unsigned,True
7,8,3,unsigned,unsigned,True
8,8,3,signed,signed,False
8,8,3,unsigned,signed,False
8,8,3,signed,unsigned,True
8,8,3,unsigned,unsigned,True
1,8,4,signed,signed,False
1,8,4,unsigned,signed,False
1,8,4,signed,unsigned,False
1,8,4,unsigned,unsigned,True
2,8,4,signed,signed,False
2,8,4,unsigned,signed,False
2,8,4,signed,unsigned,False
2,8,4,unsigned,unsigned,True
3,8,4,signed,signed,False
3,8,4,unsigned,signed,False
3,8,4,signed,unsigned,True
3,8,4,unsigned,unsigned,True
4,8,4,signed,signed,False
4,8,4,unsigned,signed,False
4,8,4,signed,unsigned,True
4,8,4,unsigned,unsigned,True
5,8,4,signed,signed,False
5,8,4,unsigned,signed,False
5,8,4,signed,unsigned,True
5,8,4,unsigned,unsigned,True
6,8,4,signed,signed,False
6,8,4,unsigned,signed,False
6,8,4,signed,unsigned,True
6,8,4,unsigned,unsigned,True
7,8,4,signed,signed,False
7,8,4,unsigned,signed,False
7,8,4,signed,unsigned,True
7,8,4,unsigned,unsigned,True
8,8,4,signed,signed,False
8,8,4,unsigned,signed,False
8,8,4,signed,unsigned,True
8,8,4,unsigned,unsigned,True
1,8,5,signed,signed,False
1,8,5,unsigned,signed,False
1,8,5,signed,unsigned,False
1,8,5,unsigned,unsigned,True
2,8,5,signed,signed,False
2,8,5,unsigned,signed,False
2,8,5,signed,unsigned,False
2,8,5,unsigned,unsigned,True
3,8,5,signed,signed,False
3,8,5,unsigned,signed,False
3,8,5,signed,unsigned,False
3,8,5,unsigned,unsigned,True
4,8,5,signed,signed,False
4,8,5,unsigned,signed,False
4,8,5,signed,unsigned,True
4,8,5,unsigned,unsigned,True
5,8,5,signed,signed,False
5,8,5,unsigned,signed,False
5,8,5,signed,unsigned,True
5,8,5,unsigned,unsigned,True
6,8,5,signed,signed,False
6,8,5,unsigned,signed,False
6,8,5,signed,unsigned,True
6,8,5,unsigned,unsigned,True
7,8,5,signed,signed,False
7,8,5,unsigned,signed,False
7,8,5,signed,unsigned,True
7,8,5,unsigned,unsigned,True
8,8,5,signed,signed,False
8,8,5,unsigned,signed,False
8,8,5,signed,unsigned,True
8,8,5,unsigned,unsigned,True
1,8,6,signed,signed,False
1,8,6,unsigned,signed,False
1,8,6,signed,unsigned,False
1,8,6,unsigned,unsigned,True
2,8,6,signed,signed,False
2,8,6,unsigned,signed,False
2,8,6,signed,unsigned,False
2,8,6,unsigned,unsigned,True
3,8,6,signed,signed,False
3,8,6,unsigned,signed,False
3,8,6,signed,unsigned,False
3,8,6,unsigned,unsigned,True
4,8,6,signed,signed,False
4,8,6,unsigned,signed,False
4,8,6,signed,unsigned,False
4,8,6,unsigned,unsigned,True
5,8,6,signed,signed,False
5,8,6,unsigned,signed,False
5,8,6,signed,unsigned,True
5,8,6,unsigned,unsigned,True
6,8,6,signed,signed,False
6,8,6,unsigned,signed,False
6,8,6,signed,unsigned,True
6,8,6,unsigned,unsigned,True
7,8,6,signed,signed,False
7,8,6,unsigned,signed,False
7,8,6,signed,unsigned,True
7,8,6,unsigned,unsigned,True
8,8,6,signed,signed,False
8,8,6,unsigned,signed,False
8,8,6,signed,unsigned,True
8,8,6,unsigned,unsigned,True
1,8,7,signed,signed,False
1,8,7,unsigned,signed,False
1,8,7,signed,unsigned,False
1,8,7,unsigned,unsigned,True
2,8,7,signed,signed,False
2,8,7,unsigned,signed,False
2,8,7,signed,unsigned,False
2,8,7,unsigned,unsigned,True
3,8,7,signed,signed,False
3,8,7,unsigned,signed,False
3,8,7,signed,unsigned,False
3,8,7,unsigned,unsigned,True
4,8,7,signed,signed,False
4,8,7,unsigned,signed,False
4,8,7,signed,unsigned,False
4,8,7,unsigned,unsigned,True
5,8,7,signed,signed,False
5,8,7,unsigned,signed,False
5,8,7,signed,unsigned,False
5,8,7,unsigned,unsigned,True
6,8,7,signed,signed,False
6,8,7,unsigned,signed,False
6,8,7,signed,unsigned,True
6,8,7,unsigned,unsigned,True
7,8,7,signed,signed,False
7,8,7,unsigned,signed,False
7,8,7,signed,unsigned,True
7,8,7,unsigned,unsigned,True
8,8,7,signed,signed,False
8,8,7,unsigned,signed,False
8,8,7,signed,unsigned,True
8,8,7,unsigned,unsigned,True
1,8,8,signed,signed,False
1,8,8,unsigned,signed,False
1,8,8,signed,unsigned,False
1,8,8,unsigned,unsigned,True
2,8,8,signed,signed,False
2,8,8,unsigned,signed,False
2,8,8,signed,unsigned,False
2,8,8,unsigned,unsigned,True
3,8,8,signed,signed,False
3,8,8,unsigned,signed,False
3,8,8,signed,unsigned,False
3,8,8,unsigned,unsigned,True
4,8,8,signed,signed,False
4,8,8,unsigned,signed,False
4,8,8,signed,unsigned,False
4,8,8,unsigned,unsigned,True
5,8,8,signed,signed,False
5,8,8,unsigned,signed,False
5,8,8,signed,unsigned,False
5,8,8,unsigned,unsigned,True
6,8,8,signed,signed,False
6,8,8,unsigned,signed,False
6,8,8,signed,unsigned,False
6,8,8,unsigned,unsigned,True
7,8,8,signed,signed,False
7,8,8,unsigned,signed,False
7,8,8,signed,unsigned,True
7,8,8,unsigned,unsigned,True
8,8,8,signed,signed,False
8,8,8,unsigned,signed,False
8,8,8,signed,unsigned,True
8,8,8,unsigned,unsigned,True
